TOKEN_ID,TOKEN_NAME,Color,Meka Type,Helmet,Eyes,Mask,Jaws,Arms,Chest,Colors,Weapon,Material,Legendary,NUM_TRAITS,RARITY_SCORE,Rank
7075,Meka #7075,22.686015538290793,18.286826213375086,91.61855670103093,63.49829139484312,69.94046193327631,38.82260208926876,45.54389483065954,52.390362681020115,65.1062271062271,183.07299596954766,3893.3523809523813,9.204142744568276,51.77330293819656,4605.296061092685,15
1559,Meka #1559,464.5477272727273,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,2539.142857142857,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,4573.3951801127405,16
396,Meka #396,1703.3416666666665,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,4460.335958424178,17
848,Meka #848,1703.3416666666665,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,4371.304669857935,18
945,Meka #945,1703.3416666666665,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,4371.304669857935,19
6599,Meka #6599,1703.3416666666665,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,4272.8314335839395,20
7313,Meka #7313,1703.3416666666665,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,4183.800145017696,21
7616,Meka #7616,1703.3416666666665,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,4183.800145017696,22
2742,Meka #2742,22.686015538290793,77.42462121212122,20.57175925925926,55.064924568965516,1061.8233766233766,90.36295313881521,170.47623019182652,30.248020717721047,65.1062271062271,1.9992370854708796,2271.122222222222,9.204142744568276,15.433479311386288,3891.5232097202506,23
2764,Meka #2764,22.686015538290793,56.464364640883986,32.91481481481482,176.20775862068965,87.16460554371001,146.9453630481668,111.9392113910186,70.1083862116275,65.1062271062271,640.7554858934169,2271.122222222222,9.204142744568276,51.77330293819656,3742.391900713833,24
1146,Meka #1146,464.5477272727273,42.851362683438154,28.212698412698412,11.545143889971476,56.425396825396824,357.3444055944056,25.916191200710024,24.265566569715677,2539.142857142857,1.9992370854708796,91.76251402918069,9.204142744568276,51.77330293819656,3704.9905463893365,25
1924,Meka #1924,888.6999999999999,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,3645.6942917575116,26
3060,Meka #3060,464.5477272727273,56.464364640883986,32.91481481481482,148.38548094373863,36.84560612888688,16.446813646604443,139.7136021872864,31.935161315522226,2539.142857142857,1.9992370854708796,91.76251402918069,9.204142744568276,51.77330293819656,3621.1356248907377,27
4214,Meka #4214,464.5477272727273,56.464364640883986,91.61855670103093,20.63926894532236,58.99018759018758,146.9453630481668,41.29313131313131,31.935161315522226,2539.142857142857,1.9992370854708796,91.76251402918069,9.204142744568276,51.77330293819656,3606.3158147672457,28
987,Meka #987,1703.3416666666665,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,3570.649999909658,29
7916,Meka #7916,1703.3416666666665,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,3570.649999909658,30
7521,Meka #7521,464.5477272727273,77.42462121212122,93.54736842105262,33.967760697964266,34.252366987850856,20.235719235719237,63.203772418058136,209.1058823529412,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3565.8095716877,31
6051,Meka #6051,464.5477272727273,18.286826213375086,138.859375,17.70932247444117,11.587358276643991,10.183389796731767,14.735851777088891,52.390362681020115,2539.142857142857,231.0921424533635,3.7446368049830543,9.204142744568276,51.77330293819656,3563.2572955759965,32
5162,Meka #5162,888.6999999999999,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,3556.663003191268,33
8489,Meka #8489,464.5477272727273,42.851362683438154,25.684971098265898,26.953385639876046,14.038530219780219,62.64204719583206,189.61131725417437,24.265566569715677,2539.142857142857,1.9992370854708796,91.76251402918069,9.204142744568276,51.77330293819656,3544.476961874083,34
5580,Meka #5580,464.5477272727273,56.464364640883986,128.79710144927537,20.63926894532236,21.549920927780704,16.446813646604443,81.49960127591706,157.1710880430604,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3516.640239290837,35
7156,Meka #7156,464.5477272727273,42.851362683438154,42.72596153846154,11.545143889971476,14.038530219780219,62.64204719583206,25.916191200710024,255.82102628285358,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3489.6123433730395,36
8844,Meka #8844,464.5477272727273,77.42462121212122,41.14351851851852,89.78739292773996,34.252366987850856,90.36295313881521,39.45203628643119,30.248020717721047,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3436.7429901511905,37
939,Meka #939,1703.3416666666665,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,3383.1454750694193,38
5402,Meka #5402,1703.3416666666665,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,3383.1454750694193,39
737,Meka #737,1703.3416666666665,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,3376.63032584018,40
2710,Meka #2710,464.5477272727273,42.851362683438154,11.693421052631578,26.953385639876046,14.038530219780219,182.82737030411448,25.916191200710024,24.265566569715677,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3362.6179080322586,41
353,Meka #353,464.5477272727273,56.464364640883986,32.91481481481482,52.59933093154915,21.549920927780704,74.51731680641635,41.29313131313131,31.935161315522226,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3345.346121112091,42
2422,Meka #2422,1703.3416666666665,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,3294.114186503176,43
1478,Meka #1478,464.5477272727273,18.286826213375086,17.357421875,46.67755195250057,17.329461636286563,56.76228825326299,45.54389483065954,52.390362681020115,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3288.4198878040975,44
2232,Meka #2232,22.686015538290793,42.851362683438154,28.212698412698412,361.4518125552608,27.289853137516687,86.86825329366768,25.916191200710024,42.94138655462185,65.1062271062271,251.72536945812809,2271.122222222222,9.204142744568276,51.77330293819656,3287.1488378455465,45
8582,Meka #8582,464.5477272727273,18.286826213375086,17.357421875,69.785250938887,69.94046193327631,10.183389796731767,14.735851777088891,10.342871600253005,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3244.7041544966046,46
7033,Meka #7033,464.5477272727273,18.286826213375086,67.32575757575758,6.633703853955376,11.587358276643991,10.183389796731767,26.28275684711328,52.390362681020115,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3226.76223560659,47
5365,Meka #5365,464.5477272727273,18.286826213375086,41.72300469483568,6.633703853955376,36.96220614828209,24.529101164046565,26.28275684711328,10.342871600253005,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3198.832550883854,48
1281,Meka #1281,464.5477272727273,18.286826213375086,17.357421875,17.70932247444117,21.19792584910552,15.16215414286774,40.13371293932848,24.51292198836721,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3188.4323658444778,49
6328,Meka #6328,464.5477272727273,18.286826213375086,35.126482213438734,17.70932247444117,11.587358276643991,32.82495583748194,14.735851777088891,10.342871600253005,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3174.6857487547154,50
6540,Meka #6540,464.5477272727273,18.286826213375086,17.357421875,6.633703853955376,17.329461636286563,10.183389796731767,40.13371293932848,24.51292198836721,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,3168.509518665037,51
1532,Meka #1532,59.075433526011565,42.851362683438154,28.212698412698412,26.953385639876046,27.289853137516687,57.38377316114543,25.178738605567872,24.265566569715677,2539.142857142857,251.72536945812809,3.7446368049830543,9.204142744568276,51.77330293819656,3146.801120824703,52
7180,Meka #7180,1362.6733333333334,42.851362683438154,28.212698412698412,11.545143889971476,108.14867724867725,357.3444055944056,25.916191200710024,42.94138655462185,14.552774910113559,1084.3554376657826,3.7446368049830543,9.204142744568276,51.77330293819656,3143.2634939815002,53
1564,Meka #1564,464.5477272727273,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,3132.510730463996,54
3503,Meka #3503,22.686015538290793,77.42462121212122,41.14351851851852,33.967760697964266,182.50089285714284,20.235719235719237,63.203772418058136,30.248020717721047,65.1062271062271,261.0485312899106,2271.122222222222,9.204142744568276,51.77330293819656,3129.6647474966608,55
1175,Meka #1175,22.686015538290793,18.286826213375086,82.28703703703704,17.70932247444117,17.329461636286563,32.82495583748194,26.28275684711328,52.390362681020115,65.1062271062271,440.5193965517241,2271.122222222222,9.204142744568276,51.77330293819656,3107.522029827984,56
1706,Meka #1706,1362.6733333333334,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,3035.9619925068473,57
519,Meka #519,22.686015538290793,18.286826213375086,138.859375,83.90845648604268,11.587358276643991,10.183389796731767,45.54389483065954,38.9112887873596,65.1062271062271,238.9257744009351,2271.122222222222,9.204142744568276,51.77330293819656,3006.0982743412524,58
3807,Meka #3807,59.075433526011565,18.286826213375086,35.126482213438734,6.633703853955376,36.96220614828209,56.76228825326299,40.13371293932848,24.51292198836721,2539.142857142857,1.9992370854708796,91.76251402918069,9.204142744568276,51.77330293819656,2971.375629076295,59
7922,Meka #7922,22.686015538290793,56.464364640883986,91.61855670103093,148.38548094373863,68.30442773600667,16.446813646604443,81.49960127591706,120.84008276677505,65.1062271062271,1.9992370854708796,2271.122222222222,9.204142744568276,15.433479311386288,2969.110651719122,60
6840,Meka #6840,22.686015538290793,18.286826213375086,82.28703703703704,115.54607122668175,69.94046193327631,32.82495583748194,45.54389483065954,38.9112887873596,65.1062271062271,129.32679531793735,2271.122222222222,9.204142744568276,51.77330293819656,2952.5592417333132,61
1070,Meka #1070,86.2451476793249,18.286826213375086,20.289954337899545,6.633703853955376,91.25044642857142,15.16215414286774,26.28275684711328,10.342871600253005,2539.142857142857,73.03948543862784,3.7446368049830543,9.204142744568276,51.77330293819656,2951.398286172593,62
5791,Meka #5791,1362.6733333333334,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2946.930703940604,63
5677,Meka #5677,1362.6733333333334,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2946.930703940604,64
1633,Meka #1633,464.5477272727273,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2945.006205623757,65
5661,Meka #5661,22.686015538290793,77.42462121212122,167.67924528301887,55.064924568965516,182.50089285714284,20.235719235719237,619.3969696969697,30.248020717721047,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2870.1245933968175,66
3636,Meka #3636,22.686015538290793,18.286826213375086,109.71604938271605,83.90845648604268,53.57824377457405,15.16215414286774,26.28275684711328,38.9112887873596,65.1062271062271,102.89504153032972,2271.122222222222,9.204142744568276,51.77330293819656,2868.632727713883,67
3005,Meka #3005,59.075433526011565,42.851362683438154,48.82967032967033,11.545143889971476,27.289853137516687,57.38377316114543,25.178738605567872,24.265566569715677,2539.142857142857,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,2865.943894992303,68
5930,Meka #5930,22.686015538290793,42.851362683438154,28.212698412698412,26.953385639876046,27.289853137516687,253.5992555831266,25.916191200710024,42.94138655462185,65.1062271062271,1.9992370854708796,2271.122222222222,9.204142744568276,15.433479311386288,2833.315457220153,69
3489,Meka #3489,22.686015538290793,42.851362683438154,28.212698412698412,26.953385639876046,14.038530219780219,62.64204719583206,25.916191200710024,42.94138655462185,65.1062271062271,130.5242656449553,2271.122222222222,9.204142744568276,51.77330293819656,2793.9717781014165,70
8060,Meka #8060,22.686015538290793,18.286826213375086,109.71604938271605,46.67755195250057,69.94046193327631,10.183389796731767,40.13371293932848,38.9112887873596,65.1062271062271,1.9992370854708796,2271.122222222222,9.204142744568276,15.433479311386288,2719.400605013453,71
1360,Meka #1360,22.686015538290793,56.464364640883986,134.65151515151516,198.54395337542496,135.81461794019933,74.51731680641635,139.7136021872864,120.84008276677505,65.1062271062271,100.69014778325122,1603.1450980392156,9.204142744568276,51.77330293819656,2713.150387018251,72
1754,Meka #1754,34.703056027164685,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2702.6660592184335,73
3578,Meka #3578,888.6999999999999,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2666.9770446767484,74
3377,Meka #3377,888.6999999999999,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2666.9770446767484,75
3699,Meka #3699,53.6485564304462,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2616.62317411848,76
7709,Meka #7709,53.6485564304462,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2616.62317411848,77
6674,Meka #6674,33.78528925619835,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2603.275056173471,78
610,Meka #610,33.78528925619835,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2596.759906944232,79
8395,Meka #8395,27.923633879781423,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2590.8982515678154,80
1492,Meka #1492,27.923633879781423,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2590.8982515678154,81
680,Meka #680,16.948673300165837,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,65.0337257397391,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2541.3729532515817,82
7561,Meka #7561,1362.6733333333334,56.464364640883986,91.61855670103093,20.63926894532236,87.16460554371001,146.9453630481668,81.49960127591706,70.1083862116275,14.552774910113559,542.1777188328913,3.7446368049830543,9.204142744568276,51.77330293819656,2538.566055930745,83
8390,Meka #8390,22.686015538290793,56.464364640883986,32.91481481481482,198.54395337542496,68.30442773600667,16.446813646604443,111.9392113910186,31.935161315522226,65.1062271062271,261.0485312899106,1603.1450980392156,9.204142744568276,51.77330293819656,2529.5120645766847,84
8468,Meka #8468,53.6485564304462,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2527.591885552237,85
8482,Meka #8482,42.4950103950104,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2516.438339516801,86
5503,Meka #5503,33.78528925619835,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2514.243767607228,87
3198,Meka #3198,27.923633879781423,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2501.866963001572,88
6430,Meka #6430,16.948673300165837,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2497.4071516511954,89
2041,Meka #2041,16.948673300165837,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,14.552774910113559,587.3591954022987,309.69848484848484,9.204142744568276,356.09930313588853,2490.8920024219565,90
8704,Meka #8704,1362.6733333333334,18.286826213375086,60.0472972972973,6.633703853955376,69.94046193327631,56.76228825326299,26.28275684711328,24.51292198836721,14.552774910113559,741.9274047186932,3.7446368049830543,9.204142744568276,51.77330293819656,2446.3418518365356,91
7577,Meka #7577,22.686015538290793,56.464364640883986,306.44827586206895,20.63926894532236,87.16460554371001,74.51731680641635,139.7136021872864,31.935161315522226,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2434.4567951263693,92
1435,Meka #1435,22.686015538290793,56.464364640883986,189.08510638297872,20.63926894532236,36.84560612888688,16.446813646604443,81.49960127591706,70.1083862116275,65.1062271062271,201.38029556650244,1603.1450980392156,9.204142744568276,51.77330293819656,2424.3842291652218,93
8108,Meka #8108,22.686015538290793,77.42462121212122,93.54736842105262,178.43823657791356,140.72358003442338,90.36295313881521,63.203772418058136,30.248020717721047,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2391.5227523452645,94
1467,Meka #1467,22.686015538290793,77.42462121212122,93.54736842105262,178.43823657791356,34.252366987850856,149.74432234432237,63.203772418058136,30.248020717721047,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2344.4329085041986,95
1986,Meka #1986,464.5477272727273,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2331.8560605157195,96
4482,Meka #4482,464.5477272727273,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2331.8560605157195,97
4104,Meka #4104,464.5477272727273,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2331.8560605157195,98
3995,Meka #3995,30.50761194029851,42.851362683438154,155.91228070175438,361.4518125552608,96.5293978748524,253.5992555831266,52.34340588988476,24.265566569715677,14.552774910113559,829.2129817444219,91.76251402918069,9.204142744568276,356.09930313588853,2318.292410362504,99
3644,Meka #3644,22.686015538290793,56.464364640883986,134.65151515151516,148.38548094373863,21.549920927780704,146.9453630481668,41.29313131313131,31.935161315522226,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2298.7991371658977,100
740,Meka #740,22.686015538290793,56.464364640883986,128.79710144927537,176.20775862068965,58.99018759018758,74.51731680641635,41.29313131313131,31.935161315522226,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2285.7792215612653,101
6786,Meka #6786,22.686015538290793,77.42462121212122,41.14351851851852,55.064924568965516,94.19400921658986,20.235719235719237,63.203772418058136,209.1058823529412,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2277.946647348073,102
2230,Meka #2230,30.50761194029851,42.851362683438154,11.693421052631578,11.545143889971476,56.425396825396824,357.3444055944056,25.916191200710024,42.94138655462185,14.552774910113559,1084.3554376657826,225.23526170798897,9.204142744568276,356.09930313588853,2268.6718399058163,103
5968,Meka #5968,1362.6733333333334,42.851362683438154,48.82967032967033,112.77296551724137,14.038530219780219,357.3444055944056,25.916191200710024,255.82102628285358,14.552774910113559,1.9992370854708796,3.7446368049830543,9.204142744568276,15.433479311386288,2265.1817560179543,104
5276,Meka #5276,464.5477272727273,18.286826213375086,100.98863636363636,281.9324137931034,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,208.57244897959183,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2242.824771949476,105
2194,Meka #2194,22.686015538290793,77.42462121212122,41.14351851851852,287.6861365235749,648.8920634920635,149.74432234432237,619.3969696969697,30.248020717721047,65.1062271062271,1.9992370854708796,227.11222222222224,9.204142744568276,15.433479311386288,2196.076976513457,106
6774,Meka #6774,22.686015538290793,56.464364640883986,32.91481481481482,52.59933093154915,58.99018759018758,74.51731680641635,41.29313131313131,157.1710880430604,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2191.524433965202,107
6758,Meka #6758,24.715961305925028,42.851362683438154,155.91228070175438,361.4518125552608,14.038530219780219,253.5992555831266,52.34340588988476,24.265566569715677,21.06792413935271,783.1455938697318,91.76251402918069,9.204142744568276,356.09930313588853,2190.4576534276075,108
7058,Meka #7058,22.686015538290793,77.42462121212122,41.14351851851852,55.064924568965516,34.252366987850856,20.235719235719237,63.203772418058136,164.70668815471393,65.1062271062271,1.9992370854708796,1603.1450980392156,9.204142744568276,15.433479311386288,2173.6058109211062,109
8827,Meka #8827,464.5477272727273,18.286826213375086,100.98863636363636,370.9637023593466,132.72792207792207,178.6722027972028,211.15805785123965,273.2633689839572,21.06792413935271,1.9992370854708796,309.69848484848484,9.204142744568276,51.77330293819656,2144.35153567548,110
